Date,Site,N2O_ppb,sd_N2O_ppb
2006-11-07,JFJ,-999999.99,-999.99
2006-11-08,JFJ,-999999.99,-999.99
2006-11-09,JFJ,-999999.99,-999.99
2006-11-10,JFJ,-999999.99,-999.99
2006-11-11,JFJ,-999999.99,-999.99
2006-11-12,JFJ,-999999.99,-999.99
2006-11-13,JFJ,-999999.99,-999.99
2006-11-14,JFJ,-999999.99,-999.99
2006-11-15,JFJ,-999999.99,-999.99
2006-11-16,JFJ,-999999.99,-999.99
2006-11-17,JFJ,-999999.99,-999.99
2006-11-18,JFJ,-999999.99,-999.99
2006-11-19,JFJ,-999999.99,-999.99
2006-11-20,JFJ,-999999.99,-999.99
2006-11-21,JFJ,319.59,1.03
2006-11-22,JFJ,319.7,1.03
2006-11-23,JFJ,319.46,1.46
2006-11-24,JFJ,319.97,2.06
2006-11-25,JFJ,319.9,1.67
2006-11-26,JFJ,319.58,1.4
2006-11-27,JFJ,319.8,1.57
2006-11-28,JFJ,319.42,0.8
2006-11-29,JFJ,319.78,0.84
2006-11-30,JFJ,319.76,0.82
2006-12-01,JFJ,319.65,0.57
2006-12-02,JFJ,319.79,0.7
2006-12-03,JFJ,319.84,1.08
2006-12-04,JFJ,320.26,2.08
2006-12-05,JFJ,319.49,0.97
2006-12-06,JFJ,320.98,1.37
2006-12-07,JFJ,320.06,1.08
2006-12-08,JFJ,321.02,2.03
2006-12-09,JFJ,320.12,0.55
2006-12-10,JFJ,-999999.99,-999.99
2006-12-11,JFJ,-999999.99,-999.99
2006-12-12,JFJ,319.57,1.21
2006-12-13,JFJ,319.9,0.78
2006-12-14,JFJ,319.76,0.96
2006-12-15,JFJ,319.98,1.25
2006-12-16,JFJ,319.95,1.23
2006-12-17,JFJ,319.86,0.86
2006-12-18,JFJ,320.13,0.93
2006-12-19,JFJ,319.88,0.97
2006-12-20,JFJ,319.9,0.93
2006-12-21,JFJ,319.49,1.67
2006-12-22,JFJ,320.21,1.57
2006-12-23,JFJ,319.89,0.75
2006-12-24,JFJ,319.7,0.88
2006-12-25,JFJ,319.62,0.86
2006-12-26,JFJ,320.05,0.76
2006-12-27,JFJ,319.85,0.63
2006-12-28,JFJ,319.94,0.84
2006-12-29,JFJ,320,0.92
2006-12-30,JFJ,319.97,0.81
2006-12-31,JFJ,320.24,1.15
2007-01-01,JFJ,320.1,1.77
2007-01-02,JFJ,320.3,1.47
2007-01-03,JFJ,320.44,0.77
2007-01-04,JFJ,319.91,0.85
2007-01-05,JFJ,320.14,0.81
2007-01-06,JFJ,319.97,0.85
2007-01-07,JFJ,320.05,0.85
2007-01-08,JFJ,320.06,1.22
2007-01-09,JFJ,319.91,0.99
2007-01-10,JFJ,320.03,1.21
2007-01-11,JFJ,320.4,1.6
2007-01-12,JFJ,320.02,1.35
2007-01-13,JFJ,320.04,0.97
2007-01-14,JFJ,320.28,1.48
2007-01-15,JFJ,319.87,0.61
2007-01-16,JFJ,319.93,0.99
2007-01-17,JFJ,320.41,0.9
2007-01-18,JFJ,320.39,1.63
2007-01-19,JFJ,319.81,1.18
2007-01-20,JFJ,320.22,0.9
2007-01-21,JFJ,320.2,1.29
2007-01-22,JFJ,320.55,1.28
2007-01-23,JFJ,320.59,1.17
2007-01-24,JFJ,320.67,0.73
2007-01-25,JFJ,320.72,0.65
2007-01-26,JFJ,320.35,0.76
2007-01-27,JFJ,320.21,0.67
2007-01-28,JFJ,319.98,0.69
2007-01-29,JFJ,320.08,0.53
2007-01-30,JFJ,320.16,0.65
2007-01-31,JFJ,320.05,0.76
2007-02-01,JFJ,320.25,0.73
2007-02-02,JFJ,320.3,0.73
2007-02-03,JFJ,320.19,0.76
2007-02-04,JFJ,320.15,0.64
2007-02-05,JFJ,320.3,0.99
2007-02-06,JFJ,320.61,0.82
2007-02-07,JFJ,320.18,0.94
2007-02-08,JFJ,320.04,1.02
2007-02-09,JFJ,320.01,0.82
2007-02-10,JFJ,320.23,0.73
2007-02-11,JFJ,320.21,0.89
2007-02-12,JFJ,320.27,0.9
2007-02-13,JFJ,320.46,0.78
2007-02-14,JFJ,320.1,0.59
2007-02-15,JFJ,320.08,0.71
2007-02-16,JFJ,320,0.64
2007-02-17,JFJ,319.92,0.67
2007-02-18,JFJ,319.89,0.82
2007-02-19,JFJ,321.27,0.08
2007-02-20,JFJ,320.02,0.65
2007-02-21,JFJ,319.97,0.73
2007-02-22,JFJ,320.03,0.71
2007-02-23,JFJ,320.15,0.76
2007-02-24,JFJ,320.14,0.82
2007-02-25,JFJ,320.16,0.82
2007-02-26,JFJ,320.42,0.82
2007-02-27,JFJ,320.13,1.07
2007-02-28,JFJ,320.03,0.87
2007-03-01,JFJ,320.24,1.19
2007-03-02,JFJ,320.04,1.25
2007-03-03,JFJ,320.19,1.29
2007-03-04,JFJ,319.93,0.77
2007-03-05,JFJ,319.86,0.56
2007-03-06,JFJ,319.96,0.69
2007-03-07,JFJ,321.09,0.67
2007-03-08,JFJ,320.2,0.67
2007-03-09,JFJ,320.28,0.71
2007-03-10,JFJ,320.42,0.92
2007-03-11,JFJ,320.22,1.01
2007-03-12,JFJ,320.04,0.9
2007-03-13,JFJ,319.96,0.62
2007-03-14,JFJ,319.49,0.59
2007-03-15,JFJ,319.87,0.61
2007-03-16,JFJ,320.19,0.74
2007-03-17,JFJ,319.99,0.6
2007-03-18,JFJ,320.15,0.97
2007-03-19,JFJ,320.33,0.73
2007-03-20,JFJ,320.83,1.12
2007-03-21,JFJ,321.05,1.2
2007-03-22,JFJ,320.68,1.15
2007-03-23,JFJ,320.53,1.01
2007-03-24,JFJ,320.71,0.76
2007-03-25,JFJ,320.77,0.67
2007-03-26,JFJ,320.71,0.73
2007-03-27,JFJ,320.76,0.72
2007-03-28,JFJ,320.67,0.71
2007-03-29,JFJ,320.76,0.68
2007-03-30,JFJ,321.35,0.62
2007-03-31,JFJ,320.96,0.75
2007-04-01,JFJ,320.51,0.79
2007-04-02,JFJ,320.2,0.67
2007-04-03,JFJ,320.46,0.83
2007-04-04,JFJ,320.67,0.89
2007-04-05,JFJ,319.98,0.82
2007-04-06,JFJ,320.1,0.62
2007-04-07,JFJ,320.18,0.78
2007-04-08,JFJ,320.24,0.68
2007-04-09,JFJ,320.26,0.72
2007-04-10,JFJ,320.05,0.63
2007-04-11,JFJ,320.4,0.97
2007-04-12,JFJ,320.6,0.94
2007-04-13,JFJ,320.44,0.75
2007-04-14,JFJ,320.41,0.99
2007-04-15,JFJ,320.06,0.86
2007-04-16,JFJ,320.59,0.81
2007-04-17,JFJ,320.41,0.82
2007-04-18,JFJ,320.34,0.76
2007-04-19,JFJ,319.81,1.05
2007-04-20,JFJ,319.95,0.89
2007-04-21,JFJ,319.98,0.88
2007-04-22,JFJ,319.97,0.77
2007-04-23,JFJ,320.25,0.91
2007-04-24,JFJ,320.14,0.65
2007-04-25,JFJ,320.14,0.7
2007-04-26,JFJ,320.55,0.91
2007-04-27,JFJ,320.2,0.91
2007-04-28,JFJ,320.23,0.91
2007-04-29,JFJ,320,0.83
2007-04-30,JFJ,320.41,0.87
2007-05-01,JFJ,320.48,0.69
2007-05-02,JFJ,320.39,0.84
2007-05-03,JFJ,319.87,1
2007-05-04,JFJ,320.19,0.94
2007-05-05,JFJ,320.24,0.81
2007-05-06,JFJ,320.42,0.94
2007-05-07,JFJ,320.25,0.85
2007-05-08,JFJ,-999999.99,-999.99
2007-05-09,JFJ,319.54,1.21
2007-05-10,JFJ,319.67,1.12
2007-05-11,JFJ,320.32,1.23
2007-05-12,JFJ,320.09,1.01
2007-05-13,JFJ,320.85,1.37
2007-05-14,JFJ,321.09,0.93
2007-05-15,JFJ,320.6,1.18
2007-05-16,JFJ,320.31,0.91
2007-05-17,JFJ,320.51,1.25
2007-05-18,JFJ,319.93,1
2007-05-19,JFJ,319.86,1.11
2007-05-20,JFJ,320.53,0.92
2007-05-21,JFJ,320.44,0.83
2007-05-22,JFJ,320.11,0.74
2007-05-23,JFJ,319.86,0.79
2007-05-24,JFJ,319.48,0.79
2007-05-25,JFJ,-999999.99,-999.99
2007-05-26,JFJ,-999999.99,-999.99
2007-05-27,JFJ,-999999.99,-999.99
2007-05-28,JFJ,319.26,0.96
2007-05-29,JFJ,320.15,1.23
2007-05-30,JFJ,318.71,1.38
2007-05-31,JFJ,320.76,1.54
2007-06-01,JFJ,320.32,0.92
2007-06-02,JFJ,320.67,0.9
2007-06-03,JFJ,320.15,0.7
2007-06-04,JFJ,320.43,0.68
2007-06-05,JFJ,320.71,0.85
2007-06-06,JFJ,320.52,0.78
2007-06-07,JFJ,320.52,0.56
2007-06-08,JFJ,320.41,0.71
2007-06-09,JFJ,320.93,0.78
2007-06-10,JFJ,320.49,0.72
2007-06-11,JFJ,320.56,0.65
2007-06-12,JFJ,320.76,0.53
2007-06-13,JFJ,320.63,0.71
2007-06-14,JFJ,320.02,0.74
2007-06-15,JFJ,320.25,0.99
2007-06-16,JFJ,320,0.65
2007-06-17,JFJ,320.18,0.79
2007-06-18,JFJ,320.16,0.68
2007-06-19,JFJ,319.96,0.85
2007-06-20,JFJ,320.14,0.66
2007-06-21,JFJ,320.19,0.68
2007-06-22,JFJ,320.12,0.82
2007-06-23,JFJ,320.1,0.96
2007-06-24,JFJ,319.95,0.85
2007-06-25,JFJ,319.99,1.04
2007-06-26,JFJ,320.33,1.39
2007-06-27,JFJ,-999999.99,-999.99
2007-06-28,JFJ,319.82,0.92
2007-06-29,JFJ,320.1,0.89
2007-06-30,JFJ,319.89,0.96
2007-07-01,JFJ,320.14,1.07
2007-07-02,JFJ,320.01,0.79
2007-07-03,JFJ,319.98,0.92
2007-07-04,JFJ,319.94,0.98
2007-07-05,JFJ,319.72,0.81
2007-07-06,JFJ,319.83,1.3
2007-07-07,JFJ,319.91,1.25
2007-07-08,JFJ,319.86,0.98
2007-07-09,JFJ,320.05,1.04
2007-07-10,JFJ,319.55,1.14
2007-07-11,JFJ,320.31,1.04
2007-07-12,JFJ,319.37,1.01
2007-07-13,JFJ,319.72,1.16
2007-07-14,JFJ,319.95,1.2
2007-07-15,JFJ,320.15,1.55
2007-07-16,JFJ,319.59,1.71
2007-07-17,JFJ,320.12,1.57
2007-07-18,JFJ,320.38,2.26
2007-07-19,JFJ,320.95,1.72
2007-07-20,JFJ,320.32,2.2
2007-07-21,JFJ,-999999.99,-999.99
2007-07-22,JFJ,-999999.99,-999.99
2007-07-23,JFJ,-999999.99,-999.99
2007-07-24,JFJ,-999999.99,-999.99
2007-07-25,JFJ,-999999.99,-999.99
2007-07-26,JFJ,-999999.99,-999.99
2007-07-27,JFJ,-999999.99,-999.99
2007-07-28,JFJ,-999999.99,-999.99
2007-07-29,JFJ,-999999.99,-999.99
2007-07-30,JFJ,-999999.99,-999.99
2007-07-31,JFJ,-999999.99,-999.99
2007-08-01,JFJ,-999999.99,-999.99
2007-08-02,JFJ,-999999.99,-999.99
2007-08-03,JFJ,-999999.99,-999.99
2007-08-04,JFJ,-999999.99,-999.99
2007-08-05,JFJ,-999999.99,-999.99
2007-08-06,JFJ,-999999.99,-999.99
2007-08-07,JFJ,-999999.99,-999.99
2007-08-08,JFJ,-999999.99,-999.99
2007-08-09,JFJ,-999999.99,-999.99
2007-08-10,JFJ,-999999.99,-999.99
2007-08-11,JFJ,-999999.99,-999.99
2007-08-12,JFJ,-999999.99,-999.99
2007-08-13,JFJ,-999999.99,-999.99
2007-08-14,JFJ,-999999.99,-999.99
2007-08-15,JFJ,-999999.99,-999.99
2007-08-16,JFJ,-999999.99,-999.99
2007-08-17,JFJ,-999999.99,-999.99
2007-08-18,JFJ,-999999.99,-999.99
2007-08-19,JFJ,-999999.99,-999.99
2007-08-20,JFJ,-999999.99,-999.99
2007-08-21,JFJ,-999999.99,-999.99
2007-08-22,JFJ,-999999.99,-999.99
2007-08-23,JFJ,-999999.99,-999.99
2007-08-24,JFJ,-999999.99,-999.99
2007-08-25,JFJ,-999999.99,-999.99
2007-08-26,JFJ,-999999.99,-999.99
2007-08-27,JFJ,-999999.99,-999.99
2007-08-28,JFJ,320.14,2.07
2007-08-29,JFJ,320.24,1.25
2007-08-30,JFJ,320.78,1.29
2007-08-31,JFJ,320.1,0.91
2007-09-01,JFJ,320.08,1
2007-09-02,JFJ,320.24,0.81
2007-09-03,JFJ,320.22,0.97
2007-09-04,JFJ,320.4,1.19
2007-09-05,JFJ,319.94,1.1
2007-09-06,JFJ,319.65,1.06
2007-09-07,JFJ,-999999.99,-999.99
2007-09-08,JFJ,-999999.99,-999.99
2007-09-09,JFJ,-999999.99,-999.99
2007-09-10,JFJ,320.44,2.5
2007-09-11,JFJ,320.01,1.32
2007-09-12,JFJ,320.12,0.92
2007-09-13,JFJ,320.12,1.34
2007-09-14,JFJ,320.37,0.68
2007-09-15,JFJ,320.19,0.98
2007-09-16,JFJ,320.36,0.9
2007-09-17,JFJ,320.51,1.24
2007-09-18,JFJ,320.15,1.14
2007-09-19,JFJ,319.78,1.2
2007-09-20,JFJ,319.55,0.92
2007-09-21,JFJ,319.59,1.22
2007-09-22,JFJ,320.44,1.15
2007-09-23,JFJ,320.1,1.46
2007-09-24,JFJ,320.38,1.97
2007-09-25,JFJ,320.44,1.82
2007-09-26,JFJ,320.55,1.79
2007-09-27,JFJ,321.76,2.07
2007-09-28,JFJ,320.23,2.35
2007-09-29,JFJ,320.24,2.67
2007-09-30,JFJ,319.94,1.47
2007-10-01,JFJ,320.07,0.96
2007-10-02,JFJ,320.46,0.86
2007-10-03,JFJ,320.04,0.81
2007-10-04,JFJ,320.65,0.88
2007-10-05,JFJ,320.56,0.97
2007-10-06,JFJ,320.92,0.99
2007-10-07,JFJ,320.33,0.74
2007-10-08,JFJ,320.44,0.72
2007-10-09,JFJ,320.38,0.61
2007-10-10,JFJ,320.4,0.86
2007-10-11,JFJ,320.28,0.9
2007-10-12,JFJ,320.31,0.78
2007-10-13,JFJ,320.19,1.02
2007-10-14,JFJ,320.45,0.79
2007-10-15,JFJ,320.47,0.72
2007-10-16,JFJ,320.05,0.99
2007-10-17,JFJ,320.59,0.85
2007-10-18,JFJ,320.98,1.75
2007-10-19,JFJ,320.01,1.4
2007-10-20,JFJ,320.49,2.54
2007-10-21,JFJ,320.09,2.16
2007-10-22,JFJ,320.32,2.06
2007-10-23,JFJ,321.94,1.88
2007-10-24,JFJ,-999999.99,-999.99
2007-10-25,JFJ,-999999.99,-999.99
2007-10-26,JFJ,-999999.99,-999.99
2007-10-27,JFJ,320.56,1.9
2007-10-28,JFJ,320.24,1.1
2007-10-29,JFJ,320.3,0.97
2007-10-30,JFJ,321.05,1.02
2007-10-31,JFJ,320.71,1.09
2007-11-01,JFJ,320.5,1.21
2007-11-02,JFJ,320.66,0.82
2007-11-03,JFJ,320.49,0.9
2007-11-04,JFJ,320.38,0.62
2007-11-05,JFJ,320.97,0.75
2007-11-06,JFJ,-999999.99,-999.99
2007-11-07,JFJ,320.42,1.94
2007-11-08,JFJ,320.48,1.22
2007-11-09,JFJ,320.45,-999.99
2007-11-10,JFJ,-999999.99,-999.99
2007-11-11,JFJ,321.72,1.43
2007-11-12,JFJ,321.87,1.52
2007-11-13,JFJ,320.95,1.22
2007-11-14,JFJ,321.16,1.2
2007-11-15,JFJ,321.39,0.98
2007-11-16,JFJ,321.85,-999.99
2007-11-17,JFJ,-999999.99,-999.99
2007-11-18,JFJ,-999999.99,-999.99
2007-11-19,JFJ,-999999.99,-999.99
2007-11-20,JFJ,321.24,1.49
2007-11-21,JFJ,320.91,1.78
2007-11-22,JFJ,321.56,2.03
2007-11-23,JFJ,321.94,3.46
2007-11-24,JFJ,320.78,1.48
2007-11-25,JFJ,321,1.44
2007-11-26,JFJ,321.22,1.63
2007-11-27,JFJ,320.79,1.75
2007-11-28,JFJ,321.12,1.88
2007-11-29,JFJ,321.05,1.64
2007-11-30,JFJ,-999999.99,-999.99
2007-12-01,JFJ,-999999.99,-999.99
2007-12-02,JFJ,-999999.99,-999.99
2007-12-03,JFJ,-999999.99,-999.99
2007-12-04,JFJ,-999999.99,-999.99
2007-12-05,JFJ,-999999.99,-999.99
2007-12-06,JFJ,-999999.99,-999.99
2007-12-07,JFJ,-999999.99,-999.99
2007-12-08,JFJ,-999999.99,-999.99
2007-12-09,JFJ,-999999.99,-999.99
2007-12-10,JFJ,-999999.99,-999.99
2007-12-11,JFJ,-999999.99,-999.99
2007-12-12,JFJ,-999999.99,-999.99
2007-12-13,JFJ,-999999.99,-999.99
2007-12-14,JFJ,-999999.99,-999.99
2007-12-15,JFJ,-999999.99,-999.99
2007-12-16,JFJ,-999999.99,-999.99
2007-12-17,JFJ,-999999.99,-999.99
2007-12-18,JFJ,-999999.99,-999.99
2007-12-19,JFJ,-999999.99,-999.99
2007-12-20,JFJ,-999999.99,-999.99
2007-12-21,JFJ,-999999.99,-999.99
2007-12-22,JFJ,-999999.99,-999.99
2007-12-23,JFJ,-999999.99,-999.99
2007-12-24,JFJ,-999999.99,-999.99
2007-12-25,JFJ,-999999.99,-999.99
2007-12-26,JFJ,-999999.99,-999.99
2007-12-27,JFJ,-999999.99,-999.99
2007-12-28,JFJ,-999999.99,-999.99
2007-12-29,JFJ,-999999.99,-999.99
2007-12-30,JFJ,-999999.99,-999.99
2007-12-31,JFJ,-999999.99,-999.99
2008-01-01,JFJ,-999999.99,-999.99
2008-01-02,JFJ,-999999.99,-999.99
2008-01-03,JFJ,-999999.99,-999.99
2008-01-04,JFJ,-999999.99,-999.99
2008-01-05,JFJ,-999999.99,-999.99
2008-01-06,JFJ,-999999.99,-999.99
2008-01-07,JFJ,-999999.99,-999.99
2008-01-08,JFJ,-999999.99,-999.99
2008-01-09,JFJ,-999999.99,-999.99
2008-01-10,JFJ,-999999.99,-999.99
2008-01-11,JFJ,-999999.99,-999.99
2008-01-12,JFJ,-999999.99,-999.99
2008-01-13,JFJ,-999999.99,-999.99
2008-01-14,JFJ,-999999.99,-999.99
2008-01-15,JFJ,-999999.99,-999.99
2008-01-16,JFJ,321.48,0.5
2008-01-17,JFJ,321.66,2.09
2008-01-18,JFJ,321.55,1.79
2008-01-19,JFJ,320.65,1.31
2008-01-20,JFJ,320.83,1.63
2008-01-21,JFJ,320.59,1.66
2008-01-22,JFJ,321.38,1.13
2008-01-23,JFJ,321.05,1.3
2008-01-24,JFJ,321.38,0.94
2008-01-25,JFJ,321.55,1.17
2008-01-26,JFJ,321.42,0.95
2008-01-27,JFJ,321.3,0.95
2008-01-28,JFJ,321.36,1.21
2008-01-29,JFJ,321.79,1.21
2008-01-30,JFJ,321.82,1.02
2008-01-31,JFJ,321.92,1.3
2008-02-01,JFJ,321.92,1.43
2008-02-02,JFJ,322.32,1.96
2008-02-03,JFJ,321.8,1.42
2008-02-04,JFJ,322.14,2.53
2008-02-05,JFJ,321.72,1.65
2008-02-06,JFJ,321.62,1.22
2008-02-07,JFJ,321.29,1.47
2008-02-08,JFJ,321.54,1.41
2008-02-09,JFJ,321.36,1.58
2008-02-10,JFJ,321.43,1.83
2008-02-11,JFJ,320.98,1.69
2008-02-12,JFJ,321.19,1.62
2008-02-13,JFJ,320.69,1.56
2008-02-14,JFJ,321.35,1.33
2008-02-15,JFJ,320.98,1.08
2008-02-16,JFJ,320.55,1.53
2008-02-17,JFJ,321.02,1.1
2008-02-18,JFJ,320.85,1.18
2008-02-19,JFJ,321.1,1.58
2008-02-20,JFJ,320.85,1.48
2008-02-21,JFJ,321.11,1.16
2008-02-22,JFJ,321.21,1.09
2008-02-23,JFJ,321.09,1.29
2008-02-24,JFJ,321.06,1.16
2008-02-25,JFJ,321.15,1.31
2008-02-26,JFJ,321.2,1.88
2008-02-27,JFJ,321.6,1.46
2008-02-28,JFJ,321.5,1.66
2008-02-29,JFJ,321.62,1.68
2008-03-01,JFJ,322.05,2.04
2008-03-02,JFJ,321.29,1.45
2008-03-03,JFJ,321.43,1.35
2008-03-04,JFJ,321.9,1.7
2008-03-05,JFJ,321.97,1.53
2008-03-06,JFJ,320.24,1.71
2008-03-07,JFJ,320.69,1.85
2008-03-08,JFJ,320.97,1.6
2008-03-09,JFJ,321.49,1.25
2008-03-10,JFJ,322.28,1.33
2008-03-11,JFJ,320.98,1.69
2008-03-12,JFJ,319.87,2.3
2008-03-13,JFJ,320.59,1.53
2008-03-14,JFJ,321.17,1.4
2008-03-15,JFJ,320.8,1.4
2008-03-16,JFJ,321.65,1.46
2008-03-17,JFJ,322.09,2
2008-03-18,JFJ,321.44,1.12
2008-03-19,JFJ,321.5,1.33
2008-03-20,JFJ,321.42,1.25
2008-03-21,JFJ,320.95,2.05
2008-03-22,JFJ,321.18,1.49
2008-03-23,JFJ,321.71,1.97
2008-03-24,JFJ,322.02,1.29
2008-03-25,JFJ,321.72,1.74
2008-03-26,JFJ,322.31,1.35
2008-03-27,JFJ,322.34,0.94
2008-03-28,JFJ,322.08,1.58
2008-03-29,JFJ,321.84,1.59
2008-03-30,JFJ,322.1,1.5
2008-03-31,JFJ,322.79,1.46
2008-04-01,JFJ,322.02,1.22
2008-04-02,JFJ,322.38,1.5
2008-04-03,JFJ,323.25,1.38
2008-04-04,JFJ,322.64,1.59
2008-04-05,JFJ,322.53,1.13
2008-04-06,JFJ,321.92,1.86
2008-04-07,JFJ,321.96,1.28
2008-04-08,JFJ,322.28,1.65
2008-04-09,JFJ,322.23,1.37
2008-04-10,JFJ,321.97,1.55
2008-04-11,JFJ,323.07,1.73
2008-04-12,JFJ,322.29,1.42
2008-04-13,JFJ,322.04,1.38
2008-04-14,JFJ,322.72,2.03
2008-04-15,JFJ,323.03,1.57
2008-04-16,JFJ,321.88,1.29
2008-04-17,JFJ,321.9,1.99
2008-04-18,JFJ,322.22,1.65
2008-04-19,JFJ,322.07,1.64
2008-04-20,JFJ,322.2,1.68
2008-04-21,JFJ,321.83,2.18
2008-04-22,JFJ,322.2,2.04
2008-04-23,JFJ,322.72,2.21
2008-04-24,JFJ,322.37,1.94
2008-04-25,JFJ,321.5,1.98
2008-04-26,JFJ,321.48,1.63
2008-04-27,JFJ,321.04,1.77
2008-04-28,JFJ,322.36,1.65
2008-04-29,JFJ,323.47,3.15
2008-04-30,JFJ,322.76,1.59
2008-05-01,JFJ,322.36,1.84
2008-05-02,JFJ,321.79,1.3
2008-05-03,JFJ,322.22,1.77
2008-05-04,JFJ,322.12,1.18
2008-05-05,JFJ,323,1.79
2008-05-06,JFJ,322.86,1.1
2008-05-07,JFJ,322.79,1.27
2008-05-08,JFJ,323.03,1.46
2008-05-09,JFJ,322.79,1.41
2008-05-10,JFJ,322.47,1
2008-05-11,JFJ,322.58,2.01
2008-05-12,JFJ,322.98,2.19
2008-05-13,JFJ,322.78,1.83
2008-05-14,JFJ,323.01,1.77
2008-05-15,JFJ,323.26,1.99
2008-05-16,JFJ,322.4,1.18
2008-05-17,JFJ,322.01,1.46
2008-05-18,JFJ,322.36,1
2008-05-19,JFJ,322.2,1.27
2008-05-20,JFJ,322.52,2.11
2008-05-21,JFJ,322.99,1.1
2008-05-22,JFJ,322.97,1.52
2008-05-23,JFJ,321.63,1.14
2008-05-24,JFJ,322.9,1.83
2008-05-25,JFJ,322.29,1.67
2008-05-26,JFJ,322.32,1.18
2008-05-27,JFJ,321.2,2.16
2008-05-28,JFJ,322.94,-999.99
2008-05-29,JFJ,322.01,2.3
2008-05-30,JFJ,322.03,1.34
2008-05-31,JFJ,321.47,1.99
2008-06-01,JFJ,322.06,1.79
2008-06-02,JFJ,321.72,1.78
2008-06-03,JFJ,321.24,1.74
2008-06-04,JFJ,322.44,1.47
2008-06-05,JFJ,322.49,1.73
2008-06-06,JFJ,324.49,1.69
2008-06-07,JFJ,-999999.99,-999.99
2008-06-08,JFJ,-999999.99,-999.99
2008-06-09,JFJ,-999999.99,-999.99
2008-06-10,JFJ,-999999.99,-999.99
2008-06-11,JFJ,-999999.99,-999.99
2008-06-12,JFJ,-999999.99,-999.99
2008-06-13,JFJ,-999999.99,-999.99
2008-06-14,JFJ,-999999.99,-999.99
2008-06-15,JFJ,-999999.99,-999.99
2008-06-16,JFJ,-999999.99,-999.99
2008-06-17,JFJ,-999999.99,-999.99
2008-06-18,JFJ,-999999.99,-999.99
2008-06-19,JFJ,321.8,1.09
2008-06-20,JFJ,321.45,1.44
2008-06-21,JFJ,321.87,1.39
2008-06-22,JFJ,322.17,1.36
2008-06-23,JFJ,322.24,1.43
2008-06-24,JFJ,321.73,1.48
2008-06-25,JFJ,322.67,1.71
2008-06-26,JFJ,322.34,1.41
2008-06-27,JFJ,321.87,1.11
2008-06-28,JFJ,321.82,1.32
2008-06-29,JFJ,321.63,1.65
2008-06-30,JFJ,322.16,1.54
2008-07-01,JFJ,321.62,1.47
2008-07-02,JFJ,322,1.24
2008-07-03,JFJ,322.21,1.06
2008-07-04,JFJ,320.61,1.28
2008-07-05,JFJ,321.12,1.29
2008-07-06,JFJ,321.38,1.23
2008-07-07,JFJ,320.83,1.42
2008-07-08,JFJ,320.58,1.36
2008-07-09,JFJ,321.01,1.41
2008-07-10,JFJ,321.28,0.67
2008-07-11,JFJ,321.54,1.08
2008-07-12,JFJ,321.59,0.8
2008-07-13,JFJ,321.72,1.07
2008-07-14,JFJ,322.14,1.64
2008-07-15,JFJ,321.15,1.17
2008-07-16,JFJ,321.56,1.48
2008-07-17,JFJ,321.36,0.8
2008-07-18,JFJ,320.87,1.52
2008-07-19,JFJ,320.97,1.08
2008-07-20,JFJ,320.91,1.25
2008-07-21,JFJ,320.85,1.61
2008-07-22,JFJ,321.26,1.15
2008-07-23,JFJ,321.27,1.61
2008-07-24,JFJ,321.24,1.45
2008-07-25,JFJ,321.24,1.06
2008-07-26,JFJ,321.42,1.79
2008-07-27,JFJ,321.68,0.91
2008-07-28,JFJ,321.32,1.38
2008-07-29,JFJ,321.01,1.55
2008-07-30,JFJ,321.39,1.62
2008-07-31,JFJ,321.38,1.53
2008-08-01,JFJ,321.33,1.87
2008-08-02,JFJ,321.26,1.58
2008-08-03,JFJ,321.05,1.57
2008-08-04,JFJ,321.53,1.45
2008-08-05,JFJ,321.48,1.78
2008-08-06,JFJ,321.6,1.22
2008-08-07,JFJ,321.12,1.44
2008-08-08,JFJ,321.7,2.07
2008-08-09,JFJ,320.97,1.4
2008-08-10,JFJ,321.32,1.11
2008-08-11,JFJ,321.67,1.84
2008-08-12,JFJ,321.81,1.82
2008-08-13,JFJ,321.65,1.59
2008-08-14,JFJ,321.66,1.29
2008-08-15,JFJ,321.82,1.79
2008-08-16,JFJ,321.58,1.95
2008-08-17,JFJ,321.25,1.31
2008-08-18,JFJ,320.95,1.35
2008-08-19,JFJ,321.26,1.3
2008-08-20,JFJ,321.09,1.34
2008-08-21,JFJ,321.16,1.25
2008-08-22,JFJ,322.05,1.69
2008-08-23,JFJ,321.6,1.56
2008-08-24,JFJ,321.28,1.24
2008-08-25,JFJ,321.95,1.66
2008-08-26,JFJ,322.1,1.54
2008-08-27,JFJ,321.85,1.14
2008-08-28,JFJ,321.91,1.44
2008-08-29,JFJ,321.83,1.37
2008-08-30,JFJ,321.89,1.36
2008-08-31,JFJ,322.58,1.07
2008-09-01,JFJ,321.75,1.6
2008-09-02,JFJ,322.18,1.52
2008-09-03,JFJ,321.76,1.46
2008-09-04,JFJ,321.95,1.93
2008-09-05,JFJ,322.1,1.42
2008-09-06,JFJ,322.29,1.48
2008-09-07,JFJ,321.72,1.2
2008-09-08,JFJ,321.38,1.51
2008-09-09,JFJ,321.15,1.38
2008-09-10,JFJ,321.32,1.67
2008-09-11,JFJ,321.69,1.67
2008-09-12,JFJ,321.6,1.68
2008-09-13,JFJ,-999999.99,-999.99
2008-09-14,JFJ,-999999.99,-999.99
2008-09-15,JFJ,-999999.99,-999.99
